seqid,phobius_start,phobius_end,phobius_type
TRIREDRAFT_121397-t26_1,33,55,TM
TRIREDRAFT_121408-t26_1,12,19,SP
TRIREDRAFT_121416-t26_1,12,36,TM
TRIREDRAFT_121417-t26_1,6,15,SP
TRIREDRAFT_121418-t26_1,4,14,SP
TRIREDRAFT_121469-t26_1,5,16,SP
TRIREDRAFT_121475-t26_1,6,13,SP
TRIREDRAFT_121482-t26_1,24,43,TM
TRIREDRAFT_121491-t26_1,24,46,TM
TRIREDRAFT_121495-t26_1,7,15,SP
TRIREDRAFT_121504-t26_1,20,39,TM
TRIREDRAFT_121506-t26_1,6,24,TM
TRIREDRAFT_121647-t26_1,34,51,TM
TRIREDRAFT_121689-t26_1,6,17,SP
TRIREDRAFT_121702-t26_1,3,11,SP
TRIREDRAFT_121733-t26_1,21,39,TM
TRIREDRAFT_121735-t26_1,3,13,SP
TRIREDRAFT_121739-t26_1,3,14,SP
TRIREDRAFT_121746-t26_1,3,14,SP
TRIREDRAFT_121754-t26_1,12,34,TM
TRIREDRAFT_121764-t26_1,20,46,TM
TRIREDRAFT_121818-t26_1,3,13,SP
TRIREDRAFT_121850-t26_1,6,29,TM
TRIREDRAFT_121920-t26_1,7,18,SP
TRIREDRAFT_121948-t26_1,28,47,TM
TRIREDRAFT_121968-t26_1,4,16,SP
TRIREDRAFT_121989-t26_1,3,13,SP
TRIREDRAFT_121990-t26_1,31,50,TM
TRIREDRAFT_122013-t26_1,6,16,SP
TRIREDRAFT_122047-t26_1,4,12,SP
TRIREDRAFT_122067-t26_1,36,58,TM
TRIREDRAFT_122071-t26_1,6,30,TM
TRIREDRAFT_122076-t26_1,3,14,SP
TRIREDRAFT_122081-t26_1,5,16,SP
TRIREDRAFT_122083-t26_1,10,18,SP
TRIREDRAFT_122087-t26_1,36,58,TM
TRIREDRAFT_122095-t26_1,7,28,TM
TRIREDRAFT_122096-t26_1,6,16,SP
TRIREDRAFT_122103-t26_1,8,19,SP
TRIREDRAFT_122108-t26_1,14,34,TM
TRIREDRAFT_122113-t26_1,18,35,TM
TRIREDRAFT_122127-t26_1,3,13,SP
TRIREDRAFT_122166-t26_1,33,57,TM
TRIREDRAFT_122178-t26_1,6,26,TM
TRIREDRAFT_122197-t26_1,7,14,SP
TRIREDRAFT_122198-t26_1,35,59,TM
TRIREDRAFT_122242-t26_1,4,16,SP
TRIREDRAFT_122324-t26_1,12,35,TM
TRIREDRAFT_122374-t26_1,2,12,SP
TRIREDRAFT_122375-t26_1,3,14,SP
TRIREDRAFT_122376-t26_1,12,34,TM
TRIREDRAFT_122387-t26_1,2,10,SP
TRIREDRAFT_122415-t26_1,6,16,SP
TRIREDRAFT_122422-t26_1,3,14,SP
TRIREDRAFT_122455-t26_1,2,12,SP
TRIREDRAFT_122487-t26_1,3,14,SP
TRIREDRAFT_122495-t26_1,4,14,SP
TRIREDRAFT_122506-t26_1,2,13,SP
TRIREDRAFT_122511-t26_1,6,16,SP
TRIREDRAFT_122526-t26_1,6,17,SP
TRIREDRAFT_122529-t26_1,6,14,SP
TRIREDRAFT_122533-t26_1,30,56,TM
TRIREDRAFT_122565-t26_1,12,33,TM
TRIREDRAFT_122579-t26_1,20,42,TM
TRIREDRAFT_122590-t26_1,6,24,TM
TRIREDRAFT_122657-t26_1,3,14,SP
TRIREDRAFT_122679-t26_1,20,38,TM
TRIREDRAFT_122697-t26_1,4,15,SP
TRIREDRAFT_122724-t26_1,4,15,SP
TRIREDRAFT_122780-t26_1,2,12,SP
TRIREDRAFT_122794-t26_1,5,12,SP
TRIREDRAFT_122795-t26_1,29,49,TM
TRIREDRAFT_122824-t26_1,20,43,TM
TRIREDRAFT_122828-t26_1,6,14,SP
TRIREDRAFT_122857-t26_1,40,59,TM
TRIREDRAFT_122870-t26_1,5,13,SP
TRIREDRAFT_122874-t26_1,6,17,SP
TRIREDRAFT_122889-t26_1,32,56,TM
TRIREDRAFT_122920-t26_1,8,21,SP
TRIREDRAFT_122929-t26_1,12,31,TM
TRIREDRAFT_122941-t26_1,7,17,SP
TRIREDRAFT_122987-t26_1,19,27,SP
TRIREDRAFT_122992-t26_1,10,20,SP
TRIREDRAFT_122993-t26_1,21,41,TM
TRIREDRAFT_122995-t26_1,9,19,SP
TRIREDRAFT_123008-t26_1,40,58,TM
TRIREDRAFT_123039-t26_1,3,11,SP
TRIREDRAFT_123047-t26_1,6,17,SP
TRIREDRAFT_123079-t26_1,3,14,SP
TRIREDRAFT_123084-t26_1,15,26,SP
TRIREDRAFT_123113-t26_1,6,17,SP
TRIREDRAFT_123191-t26_1,5,16,SP
TRIREDRAFT_123199-t26_1,5,15,SP
TRIREDRAFT_123202-t26_1,4,12,SP
TRIREDRAFT_123213-t26_1,5,15,SP
TRIREDRAFT_123226-t26_1,4,16,SP
TRIREDRAFT_123227-t26_1,3,11,SP
TRIREDRAFT_123232-t26_1,3,11,SP
TRIREDRAFT_123234-t26_1,3,10,SP
TRIREDRAFT_123236-t26_1,3,14,SP
TRIREDRAFT_123244-t26_1,3,10,SP
TRIREDRAFT_123255-t26_1,6,13,SP
TRIREDRAFT_123256-t26_1,5,16,SP
TRIREDRAFT_123262-t26_1,7,17,SP
TRIREDRAFT_123283-t26_1,7,16,SP
TRIREDRAFT_123290-t26_1,37,59,TM
TRIREDRAFT_123296-t26_1,4,12,SP
TRIREDRAFT_123325-t26_1,33,55,TM
TRIREDRAFT_123327-t26_1,3,13,SP
TRIREDRAFT_123354-t26_1,12,20,SP
TRIREDRAFT_123363-t26_1,3,14,SP
TRIREDRAFT_123456-t26_1,4,15,SP
TRIREDRAFT_123459-t26_1,21,42,TM
TRIREDRAFT_123475-t26_1,4,14,SP
TRIREDRAFT_123538-t26_1,3,13,SP
TRIREDRAFT_123539-t26_1,12,32,TM
TRIREDRAFT_123561-t26_1,3,13,SP
TRIREDRAFT_123577-t26_1,7,18,SP
TRIREDRAFT_123608-t26_1,9,20,SP
TRIREDRAFT_123614-t26_1,3,11,SP
TRIREDRAFT_123627-t26_1,20,44,TM
TRIREDRAFT_123629-t26_1,2,13,SP
TRIREDRAFT_123636-t26_1,8,19,SP
TRIREDRAFT_123639-t26_1,3,11,SP
TRIREDRAFT_123650-t26_1,5,15,SP
TRIREDRAFT_123659-t26_1,4,15,SP
TRIREDRAFT_123674-t26_1,11,24,SP
TRIREDRAFT_123680-t26_1,12,24,SP
TRIREDRAFT_123686-t26_1,34,52,TM
TRIREDRAFT_123697-t26_1,7,14,SP
TRIREDRAFT_123726-t26_1,6,14,SP
TRIREDRAFT_123732-t26_1,8,19,SP
TRIREDRAFT_123740-t26_1,20,31,SP
TRIREDRAFT_123758-t26_1,7,15,SP
TRIREDRAFT_123776-t26_1,3,13,SP
TRIREDRAFT_123777-t26_1,9,16,SP
TRIREDRAFT_123806-t26_1,21,41,TM
TRIREDRAFT_123809-t26_1,6,26,TM
TRIREDRAFT_123818-t26_1,4,14,SP
TRIREDRAFT_123832-t26_1,5,16,SP
TRIREDRAFT_123865-t26_1,3,14,SP
TRIREDRAFT_123911-t26_1,6,15,SP
TRIREDRAFT_123914-t26_1,5,15,SP
TRIREDRAFT_123922-t26_1,7,22,SP
TRIREDRAFT_123934-t26_1,5,15,SP
TRIREDRAFT_123940-t26_1,5,15,SP
TRIREDRAFT_123951-t26_1,25,51,TM
TRIREDRAFT_123955-t26_1,3,13,SP
TRIREDRAFT_123967-t26_1,3,11,SP
TRIREDRAFT_123976-t26_1,3,13,SP
TRIREDRAFT_123989-t26_1,5,12,SP
TRIREDRAFT_123992-t26_1,5,16,SP
TRIREDRAFT_124007-t26_1,13,24,SP
TRIREDRAFT_124016-t26_1,10,21,SP
TRIREDRAFT_124043-t26_1,6,14,SP
TRIREDRAFT_124051-t26_1,4,14,SP
TRIREDRAFT_124056-t26_1,6,23,TM
TRIREDRAFT_124059-t26_1,3,10,SP
TRIREDRAFT_124079-t26_1,4,15,SP
TRIREDRAFT_124083-t26_1,8,19,SP
TRIREDRAFT_124113-t26_1,20,41,TM
TRIREDRAFT_124173-t26_1,10,18,SP
TRIREDRAFT_124187-t26_1,25,49,TM
TRIREDRAFT_124198-t26_1,3,14,SP
TRIREDRAFT_124222-t26_1,15,32,TM
TRIREDRAFT_124228-t26_1,15,44,TM
TRIREDRAFT_124256-t26_1,5,16,SP
TRIREDRAFT_124259-t26_1,8,16,SP
TRIREDRAFT_124277-t26_1,4,12,SP
TRIREDRAFT_124278-t26_1,38,55,TM
TRIREDRAFT_124282-t26_1,6,17,SP
TRIREDRAFT_124295-t26_1,3,14,SP
TRIREDRAFT_124320-t26_1,2,12,SP
TRIREDRAFT_124332-t26_1,7,15,SP
TRIREDRAFT_1766-t26_1,5,15,SP
TRIREDRAFT_1885-t26_1,4,15,SP
TRIREDRAFT_1912-t26_1,6,17,SP
TRIREDRAFT_200004.R5,6,17,SP
TRIREDRAFT_2044-t26_1,4,15,SP
TRIREDRAFT_2071-t26_1,11,21,SP
TRIREDRAFT_2076-t26_1,19,48,TM
TRIREDRAFT_21135-t26_1,10,20,SP
TRIREDRAFT_21193-t26_1,12,36,TM
TRIREDRAFT_21342-t26_1,6,22,TM
TRIREDRAFT_21392-t26_1,39,58,TM
TRIREDRAFT_21412-t26_1,5,16,SP
TRIREDRAFT_21415-t26_1,8,21,SP
TRIREDRAFT_21442-t26_1,14,34,TM
TRIREDRAFT_21468-t26_1,5,15,SP
TRIREDRAFT_21498-t26_1,12,37,TM
TRIREDRAFT_21576-t26_1,7,25,TM
TRIREDRAFT_21588-t26_1,7,17,SP
TRIREDRAFT_21609-t26_1,4,12,SP
TRIREDRAFT_21641-t26_1,15,23,SP
TRIREDRAFT_21649-t26_1,9,19,SP
TRIREDRAFT_21664-t26_1,34,59,TM
TRIREDRAFT_21725-t26_1,7,16,SP
TRIREDRAFT_21745-t26_1,35,56,TM
TRIREDRAFT_21747-t26_1,6,26,TM
TRIREDRAFT_21773-t26_1,6,25,TM
TRIREDRAFT_21960-t26_1,4,15,SP
TRIREDRAFT_21982-t26_1,3,14,SP
TRIREDRAFT_2200-t26_1,4,14,SP
TRIREDRAFT_22000-t26_1,12,33,TM
TRIREDRAFT_22009-t26_1,12,34,TM
TRIREDRAFT_22072-t26_1,4,15,SP
TRIREDRAFT_22104-t26_1,6,25,TM
TRIREDRAFT_22110-t26_1,10,21,SP
TRIREDRAFT_22115-t26_1,7,15,SP
TRIREDRAFT_22117-t26_1,5,16,SP
TRIREDRAFT_22129-t26_1,5,12,SP
TRIREDRAFT_22148-t26_1,42,59,TM
TRIREDRAFT_22164-t26_1,8,17,SP
TRIREDRAFT_22181-t26_1,12,32,TM
TRIREDRAFT_22210-t26_1,3,11,SP
TRIREDRAFT_22252-t26_1,8,20,SP
TRIREDRAFT_2231-t26_1,12,34,TM
TRIREDRAFT_22351-t26_1,3,13,SP
TRIREDRAFT_22386-t26_1,5,13,SP
TRIREDRAFT_22426-t26_1,6,17,SP
TRIREDRAFT_22459-t26_1,4,12,SP
TRIREDRAFT_22466-t26_1,7,18,SP
TRIREDRAFT_22512-t26_1,22,44,TM
TRIREDRAFT_22560-t26_1,4,19,SP
TRIREDRAFT_22564-t26_1,4,12,SP
TRIREDRAFT_22718-t26_1,8,18,SP
TRIREDRAFT_22739-t26_1,6,17,SP
TRIREDRAFT_22799-t26_1,5,12,SP
TRIREDRAFT_22821-t26_1,10,22,SP
TRIREDRAFT_22874-t26_1,16,24,SP
TRIREDRAFT_22912-t26_1,6,24,TM
TRIREDRAFT_22914-t26_1,6,14,SP
TRIREDRAFT_22915-t26_1,7,16,SP
TRIREDRAFT_23083-t26_1,6,14,SP
TRIREDRAFT_23115-t26_1,4,12,SP
TRIREDRAFT_23152-t26_1,12,33,TM
TRIREDRAFT_23221-t26_1,21,42,TM
TRIREDRAFT_23297-t26_1,39,58,TM
TRIREDRAFT_23316-t26_1,37,56,TM
TRIREDRAFT_23346-t26_1,5,13,SP
TRIREDRAFT_23353-t26_1,40,59,TM
TRIREDRAFT_23420-t26_1,15,26,SP
TRIREDRAFT_23475-t26_1,14,32,TM
TRIREDRAFT_2517-t26_1,6,14,SP
TRIREDRAFT_2521-t26_1,4,15,SP
TRIREDRAFT_2583-t26_1,4,11,SP
TRIREDRAFT_2698-t26_1,12,34,TM
TRIREDRAFT_27181-t26_1,7,19,SP
TRIREDRAFT_2735-t26_1,4,13,SP
TRIREDRAFT_27689.R154,31,54,TM
TRIREDRAFT_27770-t26_1,6,29,TM
TRIREDRAFT_27948-t26_1,18,39,TM
TRIREDRAFT_2830-t26_1,2,13,SP
TRIREDRAFT_28409-t26_1,7,27,TM
TRIREDRAFT_28928-t26_1,5,16,SP
TRIREDRAFT_2912-t26_1,12,30,TM
TRIREDRAFT_29716-t26_1,12,33,TM
TRIREDRAFT_29756-t26_1,23,46,TM
TRIREDRAFT_29770-t26_1,16,35,TM
TRIREDRAFT_30274-t26_1,2,13,SP
TRIREDRAFT_3043-t26_1,6,14,SP
TRIREDRAFT_30668-t26_1,15,39,TM
TRIREDRAFT_30758-t26_1,28,52,TM
TRIREDRAFT_3094-t26_1,4,19,SP
TRIREDRAFT_31041-t26_1,12,30,TM
TRIREDRAFT_31134-t26_1,28,52,TM
TRIREDRAFT_3121-t26_1,6,21,TM
TRIREDRAFT_31551-t26_1,20,39,TM
TRIREDRAFT_32149-t26_1,20,43,TM
TRIREDRAFT_32204-t26_1,20,42,TM
TRIREDRAFT_32212-t26_1,6,26,TM
TRIREDRAFT_32261-t26_1,16,39,TM
TRIREDRAFT_3267-t26_1,6,26,TM
TRIREDRAFT_33058-t26_1,6,17,SP
TRIREDRAFT_33067.R22,40,57,TM
TRIREDRAFT_3330-t26_1,43,59,TM
TRIREDRAFT_33342-t26_1,20,43,TM
TRIREDRAFT_3363-t26_1,38,55,TM
TRIREDRAFT_3372-t26_1,7,15,SP
TRIREDRAFT_33895-t26_1,2,13,SP
TRIREDRAFT_3405-t26_1,12,31,TM
TRIREDRAFT_3412-t26_1,6,29,TM
TRIREDRAFT_34297-t26_1,32,57,TM
TRIREDRAFT_3434-t26_1,12,32,TM
TRIREDRAFT_34353-t26_1,24,49,TM
TRIREDRAFT_3488-t26_1,6,22,TM
TRIREDRAFT_35465-t26_1,5,16,SP
TRIREDRAFT_35777-t26_1,28,47,TM
TRIREDRAFT_37067-t26_1,23,45,TM
TRIREDRAFT_37271-t26_1,3,10,SP
TRIREDRAFT_37525-t26_1,6,25,TM
TRIREDRAFT_3765-t26_1,6,23,TM
TRIREDRAFT_37665-t26_1,4,12,SP
TRIREDRAFT_37827-t26_1,2,13,SP
TRIREDRAFT_3787-t26_1,17,40,TM
TRIREDRAFT_37950-t26_1,5,16,SP
TRIREDRAFT_3813-t26_1,36,53,TM
TRIREDRAFT_3824-t26_1,37,58,TM
TRIREDRAFT_38341-t26_1,12,31,TM
TRIREDRAFT_38603-t26_1,33,52,TM
TRIREDRAFT_38812-t26_1,20,41,TM
TRIREDRAFT_39156-t26_1,9,17,SP
TRIREDRAFT_39587-t26_1,25,46,TM
TRIREDRAFT_39590-t26_1,6,17,SP
TRIREDRAFT_39637-t26_1,29,48,TM
TRIREDRAFT_40114-t26_1,36,58,TM
TRIREDRAFT_40156-t26_1,20,38,TM
TRIREDRAFT_40216-t26_1,6,25,TM
TRIREDRAFT_40374-t26_1,6,26,TM
TRIREDRAFT_40775-t26_1,22,41,TM
TRIREDRAFT_41035-t26_1,15,36,TM
TRIREDRAFT_41178-t26_1,12,30,TM
TRIREDRAFT_41260-t26_1,20,44,TM
TRIREDRAFT_41325-t26_1,22,41,TM
TRIREDRAFT_4146-t26_1,12,30,TM
TRIREDRAFT_41604-t26_1,9,36,TM
TRIREDRAFT_41800-t26_1,15,33,TM
TRIREDRAFT_4196-t26_1,5,22,TM
TRIREDRAFT_4213-t26_1,3,14,SP
TRIREDRAFT_42152-t26_1,3,13,SP
TRIREDRAFT_42193-t26_1,21,45,TM
TRIREDRAFT_42326-t26_1,37,55,TM
TRIREDRAFT_4240-t26_1,6,15,SP
TRIREDRAFT_42766-t26_1,12,29,TM
TRIREDRAFT_42972-t26_1,32,57,TM
TRIREDRAFT_43191-t26_1,28,49,TM
TRIREDRAFT_43236-t26_1,7,14,SP
TRIREDRAFT_43418-t26_1,12,30,TM
TRIREDRAFT_43671-t26_1,37,57,TM
TRIREDRAFT_4370-t26_1,20,42,TM
TRIREDRAFT_43802-t26_1,37,56,TM
TRIREDRAFT_43873-t26_1,4,14,SP
TRIREDRAFT_44117-t26_1,11,22,SP
TRIREDRAFT_44175-t26_1,36,58,TM
TRIREDRAFT_4421-t26_1,4,11,SP
TRIREDRAFT_44214-t26_1,3,16,SP
TRIREDRAFT_44366-t26_1,6,16,SP
TRIREDRAFT_4454-t26_1,6,30,TM
TRIREDRAFT_44546-t26_1,20,38,TM
TRIREDRAFT_44640-t26_1,20,43,TM
TRIREDRAFT_44700-t26_1,7,26,TM
TRIREDRAFT_44705-t26_1,42,59,TM
TRIREDRAFT_44725.R148,6,17,SP
TRIREDRAFT_4475-t26_1,5,16,SP
TRIREDRAFT_44814-t26_1,6,27,TM
TRIREDRAFT_44943-t26_1,6,28,TM
TRIREDRAFT_44956-t26_1,20,42,TM
TRIREDRAFT_4508-t26_1,22,40,TM
TRIREDRAFT_45085-t26_1,3,14,SP
TRIREDRAFT_45112-t26_1,37,59,TM
TRIREDRAFT_4514-t26_1,5,16,SP
TRIREDRAFT_4517-t26_1,6,22,TM
TRIREDRAFT_45242-t26_1,18,30,SP
TRIREDRAFT_45252-t26_1,6,17,SP
TRIREDRAFT_45343-t26_1,40,59,TM
TRIREDRAFT_45445-t26_1,2,13,SP
TRIREDRAFT_45459-t26_1,3,11,SP
TRIREDRAFT_45512-t26_1,40,59,TM
TRIREDRAFT_45573-t26_1,20,38,TM
TRIREDRAFT_4561-t26_1,23,44,TM
TRIREDRAFT_45624-t26_1,40,59,TM
TRIREDRAFT_45717-t26_1,3,14,SP
TRIREDRAFT_45732-t26_1,3,14,SP
TRIREDRAFT_46127-t26_1,20,39,TM
TRIREDRAFT_4654-t26_1,4,15,SP
TRIREDRAFT_46708-t26_1,6,19,SP
TRIREDRAFT_46763-t26_1,9,22,SP
TRIREDRAFT_46819-t26_1,38,55,TM
TRIREDRAFT_4726-t26_1,5,18,SP
TRIREDRAFT_47290-t26_1,30,50,TM
TRIREDRAFT_47330-t26_1,3,11,SP
TRIREDRAFT_47733-t26_1,3,13,SP
TRIREDRAFT_47814-t26_1,5,16,SP
TRIREDRAFT_47987-t26_1,15,39,TM
TRIREDRAFT_48295-t26_1,8,17,SP
TRIREDRAFT_48516-t26_1,37,54,TM
TRIREDRAFT_4901-t26_1,31,55,TM
TRIREDRAFT_4905-t26_1,12,34,TM
TRIREDRAFT_49081-t26_1,6,15,SP
TRIREDRAFT_49099-t26_1,12,23,SP
TRIREDRAFT_49149-t26_1,12,30,TM
TRIREDRAFT_49193-t26_1,3,14,SP
TRIREDRAFT_49274-t26_1,6,15,SP
TRIREDRAFT_49409-t26_1,5,16,SP
TRIREDRAFT_4950-t26_1,12,32,TM
TRIREDRAFT_4982-t26_1,20,44,TM
TRIREDRAFT_49864-t26_1,16,35,TM
TRIREDRAFT_49976-t26_1,3,12,SP
TRIREDRAFT_49992-t26_1,27,49,TM
TRIREDRAFT_5011-t26_1,3,10,SP
TRIREDRAFT_50160-t26_1,6,24,TM
TRIREDRAFT_5026-t26_1,4,14,SP
TRIREDRAFT_50299-t26_1,6,23,TM
TRIREDRAFT_50323-t26_1,5,12,SP
TRIREDRAFT_50390-t26_1,3,14,SP
TRIREDRAFT_50516-t26_1,12,31,TM
TRIREDRAFT_50593-t26_1,4,12,SP
TRIREDRAFT_50616-t26_1,25,35,SP
TRIREDRAFT_50625-t26_1,12,35,TM
TRIREDRAFT_50647-t26_1,6,25,TM
TRIREDRAFT_5066-t26_1,40,58,TM
TRIREDRAFT_50786-t26_1,7,25,SP
TRIREDRAFT_50793-t26_1,7,16,SP
TRIREDRAFT_50894-t26_1,35,53,TM
TRIREDRAFT_5112-t26_1,6,24,TM
TRIREDRAFT_51153-t26_1,6,22,TM
TRIREDRAFT_5119-t26_1,4,12,SP
TRIREDRAFT_51365-t26_1,4,14,SP
TRIREDRAFT_51415-t26_1,3,14,SP
TRIREDRAFT_51650-t26_1,35,53,TM
TRIREDRAFT_51946-t26_1,2,9,SP
TRIREDRAFT_52073-t26_1,16,37,TM
TRIREDRAFT_52165-t26_1,7,33,TM
TRIREDRAFT_52315-t26_1,37,56,TM
TRIREDRAFT_5233-t26_1,3,10,SP
TRIREDRAFT_52829-t26_1,4,15,SP
TRIREDRAFT_53027-t26_1,6,24,TM
TRIREDRAFT_53046-t26_1,3,11,SP
TRIREDRAFT_5308-t26_1,2,10,SP
TRIREDRAFT_53186-t26_1,4,15,SP
TRIREDRAFT_53254-t26_1,12,29,TM
TRIREDRAFT_53318-t26_1,4,11,SP
TRIREDRAFT_53342-t26_1,16,34,TM
TRIREDRAFT_53360-t26_1,12,36,TM
TRIREDRAFT_53430-t26_1,6,22,TM
TRIREDRAFT_53452-t26_1,41,59,TM
TRIREDRAFT_5350-t26_1,6,26,TM
TRIREDRAFT_53558-t26_1,6,19,SP
TRIREDRAFT_53569.R79,38,59,TM
TRIREDRAFT_5363-t26_1,6,27,TM
TRIREDRAFT_5368-t26_1,12,23,SP
TRIREDRAFT_5369-t26_1,3,14,SP
TRIREDRAFT_53731-t26_1,2,17,SP
TRIREDRAFT_53777-t26_1,20,43,TM
TRIREDRAFT_53859-t26_1,12,32,TM
TRIREDRAFT_53863-t26_1,8,18,SP
TRIREDRAFT_53947-t26_1,4,15,SP
TRIREDRAFT_53961-t26_1,4,15,SP
TRIREDRAFT_53964-t26_1,3,14,SP
TRIREDRAFT_53981-t26_1,12,23,SP
TRIREDRAFT_54005-t26_1,41,57,TM
TRIREDRAFT_54052-t26_1,42,59,TM
TRIREDRAFT_54071.R72,4,12,SP
TRIREDRAFT_54129-t26_1,7,18,SP
TRIREDRAFT_54134-t26_1,20,38,TM
TRIREDRAFT_54166-t26_1,2,13,SP
TRIREDRAFT_54239-t26_1,4,16,SP
TRIREDRAFT_54242-t26_1,4,14,SP
TRIREDRAFT_54283-t26_1,6,11,SP
TRIREDRAFT_54329.R113,6,26,TM
TRIREDRAFT_54407.R73,9,19,SP
TRIREDRAFT_54426-t26_1,4,15,SP
TRIREDRAFT_54564-t26_1,6,17,SP
TRIREDRAFT_54583-t26_1,39,58,TM
TRIREDRAFT_54611.R66,28,45,TM
TRIREDRAFT_5466-t26_1,21,46,TM
TRIREDRAFT_54723-t26_1,3,13,SP
TRIREDRAFT_54761-t26_1,6,17,SP
TRIREDRAFT_54846.R65,16,40,TM
TRIREDRAFT_54858-t26_1,6,17,SP
TRIREDRAFT_54868.R100,2,12,SP
TRIREDRAFT_54954-t26_1,7,25,TM
TRIREDRAFT_54962.R75,6,32,TM
TRIREDRAFT_54997-t26_1,5,15,SP
TRIREDRAFT_55005.R97,7,18,SP
TRIREDRAFT_55034-t26_1,17,28,SP
TRIREDRAFT_55041-t26_1,12,31,TM
TRIREDRAFT_55062-t26_1,5,15,SP
TRIREDRAFT_55179-t26_1,3,13,SP
TRIREDRAFT_55240-t26_1,41,58,TM
TRIREDRAFT_55319-t26_1,10,21,SP
TRIREDRAFT_55321-t26_1,7,30,TM
TRIREDRAFT_55374.R192,35,56,TM
TRIREDRAFT_55375-t26_1,6,28,TM
TRIREDRAFT_55417-t26_1,3,13,SP
TRIREDRAFT_55443-t26_1,6,14,SP
TRIREDRAFT_55454.R158,25,44,TM
TRIREDRAFT_55534-t26_1,23,38,SP
TRIREDRAFT_55561.R132,18,38,TM
TRIREDRAFT_55566-t26_1,14,25,SP
TRIREDRAFT_55630-t26_1,33,57,TM
TRIREDRAFT_55634-t26_1,19,37,TM
TRIREDRAFT_55636.R167,38,56,TM
TRIREDRAFT_55723-t26_1,37,56,TM
TRIREDRAFT_55782-t26_1,2,10,SP
TRIREDRAFT_55855-t26_1,6,32,TM
TRIREDRAFT_55887.R171,11,19,SP
TRIREDRAFT_55950.R130,6,23,TM
TRIREDRAFT_55999-t26_1,35,54,TM
TRIREDRAFT_5607-t26_1,6,26,TM
TRIREDRAFT_56095-t26_1,6,17,SP
TRIREDRAFT_5610-t26_1,20,41,TM
TRIREDRAFT_5612-t26_1,42,59,TM
TRIREDRAFT_56176-t26_1,12,30,TM
TRIREDRAFT_56203-t26_1,12,35,TM
TRIREDRAFT_56259-t26_1,6,27,TM
TRIREDRAFT_56272-t26_1,12,30,TM
TRIREDRAFT_56314-t26_1,21,43,TM
TRIREDRAFT_56318-t26_1,2,13,SP
TRIREDRAFT_56328-t26_1,12,31,TM
TRIREDRAFT_56341-t26_1,21,46,TM
TRIREDRAFT_56396-t26_1,15,36,TM
TRIREDRAFT_56418-t26_1,3,11,SP
TRIREDRAFT_56426-t26_1,2,12,SP
TRIREDRAFT_56427-t26_1,28,50,TM
TRIREDRAFT_56448-t26_1,3,13,SP
TRIREDRAFT_5647-t26_1,33,54,TM
TRIREDRAFT_56512-t26_1,6,26,TM
TRIREDRAFT_56531-t26_1,15,33,TM
TRIREDRAFT_56546-t26_1,6,26,TM
TRIREDRAFT_5656-t26_1,20,40,TM
TRIREDRAFT_56565-t26_1,18,29,SP
TRIREDRAFT_56638-t26_1,13,28,SP
TRIREDRAFT_56687-t26_1,27,49,TM
TRIREDRAFT_56720-t26_1,12,36,TM
TRIREDRAFT_56744-t26_1,12,33,TM
TRIREDRAFT_56771-t26_1,3,14,SP
TRIREDRAFT_56792-t26_1,6,30,TM
TRIREDRAFT_56812-t26_1,12,32,TM
TRIREDRAFT_56830-t26_1,4,15,SP
TRIREDRAFT_56876-t26_1,22,33,SP
TRIREDRAFT_56911-t26_1,18,37,TM
TRIREDRAFT_56920-t26_1,3,14,SP
TRIREDRAFT_56966-t26_1,25,48,TM
TRIREDRAFT_56996-t26_1,6,20,SP
TRIREDRAFT_57010-t26_1,41,59,TM
TRIREDRAFT_57015-t26_1,6,23,TM
TRIREDRAFT_57098-t26_1,3,13,SP
TRIREDRAFT_57101-t26_1,23,43,TM
TRIREDRAFT_57129-t26_1,3,14,SP
TRIREDRAFT_57167-t26_1,21,44,TM
TRIREDRAFT_57204-t26_1,2,10,SP
TRIREDRAFT_57291-t26_1,27,55,TM
TRIREDRAFT_57402-t26_1,6,26,TM
TRIREDRAFT_5742-t26_1,3,11,SP
TRIREDRAFT_57526-t26_1,30,56,TM
TRIREDRAFT_57537-t26_1,31,54,TM
TRIREDRAFT_57555-t26_1,10,21,SP
TRIREDRAFT_57632-t26_1,4,11,SP
TRIREDRAFT_57643-t26_1,40,57,TM
TRIREDRAFT_57647-t26_1,6,17,SP
TRIREDRAFT_57737-t26_1,12,31,TM
TRIREDRAFT_57784-t26_1,2,10,SP
TRIREDRAFT_57823-t26_1,14,36,TM
TRIREDRAFT_57832-t26_1,34,55,TM
TRIREDRAFT_57868-t26_1,16,39,TM
TRIREDRAFT_5787-t26_1,35,55,TM
TRIREDRAFT_5789-t26_1,20,38,TM
TRIREDRAFT_57914-t26_1,6,27,TM
TRIREDRAFT_58117-t26_1,6,17,SP
TRIREDRAFT_58150-t26_1,12,32,TM
TRIREDRAFT_58201-t26_1,17,24,SP
TRIREDRAFT_58220-t26_1,12,39,TM
TRIREDRAFT_58239-t26_1,2,12,SP
TRIREDRAFT_58282-t26_1,37,57,TM
TRIREDRAFT_58450-t26_1,7,14,SP
TRIREDRAFT_58479-t26_1,8,18,SP
TRIREDRAFT_58492-t26_1,33,51,TM
TRIREDRAFT_58505-t26_1,12,36,TM
TRIREDRAFT_58511-t26_1,39,59,TM
