seqid,phobius_start,phobius_end,phobius_type
tr|A0A1B2J7H0|A0A1B2J7H0_PICPA,6,24,TM
tr|A0A1B2J7H7|A0A1B2J7H7_PICPA,25,33,SP
tr|A0A1B2J7I3|A0A1B2J7I3_PICPA,34,57,TM
tr|A0A1B2J7L0|A0A1B2J7L0_PICPA,3,11,SP
tr|A0A1B2J7L8|A0A1B2J7L8_PICPA,12,32,TM
tr|A0A1B2J7M2|A0A1B2J7M2_PICPA,43,59,TM
tr|A0A1B2J7N6|A0A1B2J7N6_PICPA,6,29,TM
tr|A0A1B2J7N9|A0A1B2J7N9_PICPA,12,36,TM
tr|A0A1B2J7Q3|A0A1B2J7Q3_PICPA,2,13,SP
tr|A0A1B2J7Q6|A0A1B2J7Q6_PICPA,20,38,TM
tr|A0A1B2J7R8|A0A1B2J7R8_PICPA,3,13,SP
tr|A0A1B2J7T6|A0A1B2J7T6_PICPA,15,34,TM
tr|A0A1B2J7Z0|A0A1B2J7Z0_PICPA,4,13,SP
tr|A0A1B2J7Z5|A0A1B2J7Z5_PICPA,35,53,TM
tr|A0A1B2J7Z6|A0A1B2J7Z6_PICPA,20,44,TM
tr|A0A1B2J801|A0A1B2J801_PICPA,5,13,SP
tr|A0A1B2J841|A0A1B2J841_PICPA,34,54,TM
tr|A0A1B2J843|A0A1B2J843_PICPA,20,42,TM
tr|A0A1B2J847|A0A1B2J847_PICPA,38,56,TM
tr|A0A1B2J858|A0A1B2J858_PICPA,6,26,TM
tr|A0A1B2J862|A0A1B2J862_PICPA,6,24,TM
tr|A0A1B2J873|A0A1B2J873_PICPA,12,34,TM
tr|A0A1B2J8D4|A0A1B2J8D4_PICPA,15,25,SP
tr|A0A1B2J8E7|A0A1B2J8E7_PICPA,2,13,SP
tr|A0A1B2J8F4|A0A1B2J8F4_PICPA,12,19,SP
tr|A0A1B2J8H7|A0A1B2J8H7_PICPA,4,16,SP
tr|A0A1B2J8I5|A0A1B2J8I5_PICPA,22,39,TM
tr|A0A1B2J8K0|A0A1B2J8K0_PICPA,12,29,TM
tr|A0A1B2J8K8|A0A1B2J8K8_PICPA,11,21,SP
tr|A0A1B2J8L1|A0A1B2J8L1_PICPA,6,24,TM
tr|A0A1B2J8M0|A0A1B2J8M0_PICPA,3,14,SP
tr|A0A1B2J8Q2|A0A1B2J8Q2_PICPA,25,35,SP
tr|A0A1B2J8R6|A0A1B2J8R6_PICPA,6,14,SP
tr|A0A1B2J8S1|A0A1B2J8S1_PICPA,34,54,TM
tr|A0A1B2J8U4|A0A1B2J8U4_PICPA,26,44,TM
tr|A0A1B2J8W7|A0A1B2J8W7_PICPA,3,11,SP
tr|A0A1B2J8Z4|A0A1B2J8Z4_PICPA,20,42,TM
tr|A0A1B2J902|A0A1B2J902_PICPA,7,18,SP
tr|A0A1B2J916|A0A1B2J916_PICPA,6,29,TM
tr|A0A1B2J931|A0A1B2J931_PICPA,2,12,SP
tr|A0A1B2J932|A0A1B2J932_PICPA,4,15,SP
tr|A0A1B2J947|A0A1B2J947_PICPA,12,31,TM
tr|A0A1B2J972|A0A1B2J972_PICPA,12,31,TM
tr|A0A1B2J974|A0A1B2J974_PICPA,27,45,TM
tr|A0A1B2J986|A0A1B2J986_PICPA,12,33,TM
tr|A0A1B2J9A0|A0A1B2J9A0_PICPA,42,59,TM
tr|A0A1B2J9B2|A0A1B2J9B2_PICPA,37,58,TM
tr|A0A1B2J9C4|A0A1B2J9C4_PICPA,3,14,SP
tr|A0A1B2J9C5|A0A1B2J9C5_PICPA,29,56,TM
tr|A0A1B2J9C8|A0A1B2J9C8_PICPA,4,12,SP
tr|A0A1B2J9E1|A0A1B2J9E1_PICPA,3,13,SP
tr|A0A1B2J9G3|A0A1B2J9G3_PICPA,15,25,SP
tr|A0A1B2J9G5|A0A1B2J9G5_PICPA,40,58,TM
tr|A0A1B2J9H3|A0A1B2J9H3_PICPA,12,35,TM
tr|A0A1B2J9I9|A0A1B2J9I9_PICPA,7,17,SP
tr|A0A1B2J9J2|A0A1B2J9J2_PICPA,23,41,TM
tr|A0A1B2J9R6|A0A1B2J9R6_PICPA,6,29,TM
tr|A0A1B2J9S3|A0A1B2J9S3_PICPA,3,14,SP
tr|A0A1B2J9S7|A0A1B2J9S7_PICPA,34,53,TM
tr|A0A1B2J9S9|A0A1B2J9S9_PICPA,6,14,SP
tr|A0A1B2J9V0|A0A1B2J9V0_PICPA,4,15,SP
tr|A0A1B2J9V4|A0A1B2J9V4_PICPA,3,13,SP
tr|A0A1B2J9V6|A0A1B2J9V6_PICPA,3,13,SP
tr|A0A1B2J9X4|A0A1B2J9X4_PICPA,6,16,SP
tr|A0A1B2J9Z0|A0A1B2J9Z0_PICPA,20,37,TM
tr|A0A1B2JA08|A0A1B2JA08_PICPA,5,12,SP
tr|A0A1B2JA10|A0A1B2JA10_PICPA,4,15,SP
tr|A0A1B2JA19|A0A1B2JA19_PICPA,3,14,SP
tr|A0A1B2JA54|A0A1B2JA54_PICPA,22,39,TM
tr|A0A1B2JA60|A0A1B2JA60_PICPA,31,53,TM
tr|A0A1B2JA69|A0A1B2JA69_PICPA,4,15,SP
tr|A0A1B2JA80|A0A1B2JA80_PICPA,3,13,SP
tr|A0A1B2JA91|A0A1B2JA91_PICPA,21,38,TM
tr|A0A1B2JA97|A0A1B2JA97_PICPA,7,18,SP
tr|A0A1B2JAB6|A0A1B2JAB6_PICPA,3,13,SP
tr|A0A1B2JAE7|A0A1B2JAE7_PICPA,24,42,TM
tr|A0A1B2JAF1|A0A1B2JAF1_PICPA,3,14,SP
tr|A0A1B2JAF5|A0A1B2JAF5_PICPA,6,14,SP
tr|A0A1B2JAH5|A0A1B2JAH5_PICPA,27,47,TM
tr|A0A1B2JAK6|A0A1B2JAK6_PICPA,8,19,SP
tr|A0A1B2JAL3|A0A1B2JAL3_PICPA,14,32,TM
tr|A0A1B2JAM6|A0A1B2JAM6_PICPA,12,36,TM
tr|A0A1B2JAN6|A0A1B2JAN6_PICPA,20,38,TM
tr|A0A1B2JAN7|A0A1B2JAN7_PICPA,38,59,TM
tr|A0A1B2JAP3|A0A1B2JAP3_PICPA,34,53,TM
tr|A0A1B2JAQ1|A0A1B2JAQ1_PICPA,7,18,SP
tr|A0A1B2JAQ8|A0A1B2JAQ8_PICPA,39,57,TM
tr|A0A1B2JAR1|A0A1B2JAR1_PICPA,40,59,TM
tr|A0A1B2JAS3|A0A1B2JAS3_PICPA,5,13,SP
tr|A0A1B2JAT5|A0A1B2JAT5_PICPA,9,20,SP
tr|A0A1B2JAU4|A0A1B2JAU4_PICPA,31,51,TM
tr|A0A1B2JAU7|A0A1B2JAU7_PICPA,3,11,SP
tr|A0A1B2JAU8|A0A1B2JAU8_PICPA,7,19,SP
tr|A0A1B2JAX4|A0A1B2JAX4_PICPA,6,18,SP
tr|A0A1B2JAX7|A0A1B2JAX7_PICPA,7,28,TM
tr|A0A1B2JAY5|A0A1B2JAY5_PICPA,4,11,SP
tr|A0A1B2JAY6|A0A1B2JAY6_PICPA,7,17,SP
tr|A0A1B2JAZ5|A0A1B2JAZ5_PICPA,5,12,SP
tr|A0A1B2JB09|A0A1B2JB09_PICPA,14,22,SP
tr|A0A1B2JB43|A0A1B2JB43_PICPA,4,16,SP
tr|A0A1B2JB47|A0A1B2JB47_PICPA,3,14,SP
tr|A0A1B2JB48|A0A1B2JB48_PICPA,6,13,SP
tr|A0A1B2JB55|A0A1B2JB55_PICPA,10,21,SP
tr|A0A1B2JB97|A0A1B2JB97_PICPA,12,35,TM
tr|A0A1B2JBA4|A0A1B2JBA4_PICPA,12,34,TM
tr|A0A1B2JBA9|A0A1B2JBA9_PICPA,6,26,TM
tr|A0A1B2JBB3|A0A1B2JBB3_PICPA,33,52,TM
tr|A0A1B2JBC2|A0A1B2JBC2_PICPA,20,40,TM
tr|A0A1B2JBD4|A0A1B2JBD4_PICPA,6,23,TM
tr|A0A1B2JBF0|A0A1B2JBF0_PICPA,2,9,SP
tr|A0A1B2JBI0|A0A1B2JBI0_PICPA,3,13,SP
tr|A0A1B2JBI4|A0A1B2JBI4_PICPA,6,15,SP
tr|A0A1B2JBJ7|A0A1B2JBJ7_PICPA,14,31,TM
tr|A0A1B2JBL0|A0A1B2JBL0_PICPA,20,39,TM
tr|A0A1B2JBL9|A0A1B2JBL9_PICPA,4,12,SP
tr|A0A1B2JBM3|A0A1B2JBM3_PICPA,6,17,SP
tr|A0A1B2JBM6|A0A1B2JBM6_PICPA,6,26,TM
tr|A0A1B2JBP4|A0A1B2JBP4_PICPA,6,28,TM
tr|A0A1B2JBR0|A0A1B2JBR0_PICPA,35,52,TM
tr|A0A1B2JBT1|A0A1B2JBT1_PICPA,14,33,TM
tr|A0A1B2JBU1|A0A1B2JBU1_PICPA,12,30,TM
tr|A0A1B2JBW9|A0A1B2JBW9_PICPA,32,51,TM
tr|A0A1B2JBX8|A0A1B2JBX8_PICPA,39,58,TM
tr|A0A1B2JBY9|A0A1B2JBY9_PICPA,21,39,TM
tr|A0A1B2JBZ3|A0A1B2JBZ3_PICPA,38,59,TM
tr|A0A1B2JC06|A0A1B2JC06_PICPA,28,46,TM
tr|A0A1B2JC13|A0A1B2JC13_PICPA,6,29,TM
tr|A0A1B2JC15|A0A1B2JC15_PICPA,34,57,TM
tr|A0A1B2JC18|A0A1B2JC18_PICPA,12,36,TM
tr|A0A1B2JC27|A0A1B2JC27_PICPA,7,32,TM
tr|A0A1B2JC59|A0A1B2JC59_PICPA,6,29,TM
tr|A0A1B2JC83|A0A1B2JC83_PICPA,34,58,TM
tr|A0A1B2JC84|A0A1B2JC84_PICPA,29,47,TM
tr|A0A1B2JCB0|A0A1B2JCB0_PICPA,21,38,TM
tr|A0A1B2JCD9|A0A1B2JCD9_PICPA,6,28,TM
tr|A0A1B2JCE0|A0A1B2JCE0_PICPA,7,14,SP
tr|A0A1B2JCG4|A0A1B2JCG4_PICPA,6,16,SP
tr|A0A1B2JCH5|A0A1B2JCH5_PICPA,39,58,TM
tr|A0A1B2JCK3|A0A1B2JCK3_PICPA,4,12,SP
tr|A0A1B2JCL2|A0A1B2JCL2_PICPA,5,16,SP
tr|A0A1B2JCT1|A0A1B2JCT1_PICPA,6,28,TM
tr|A0A1B2JCT8|A0A1B2JCT8_PICPA,7,26,TM
tr|A0A1B2JCT9|A0A1B2JCT9_PICPA,20,39,TM
tr|A0A1B2JCV2|A0A1B2JCV2_PICPA,10,20,SP
tr|A0A1B2JCW3|A0A1B2JCW3_PICPA,27,59,TM
tr|A0A1B2JCW7|A0A1B2JCW7_PICPA,3,14,SP
tr|A0A1B2JD40|A0A1B2JD40_PICPA,17,35,TM
tr|A0A1B2JD41|A0A1B2JD41_PICPA,33,56,TM
tr|A0A1B2JD45|A0A1B2JD45_PICPA,24,43,TM
tr|A0A1B2JD51|A0A1B2JD51_PICPA,6,16,SP
tr|A0A1B2JD55|A0A1B2JD55_PICPA,26,48,TM
tr|A0A1B2JD59|A0A1B2JD59_PICPA,10,24,SP
tr|A0A1B2JD61|A0A1B2JD61_PICPA,16,39,TM
tr|A0A1B2JD67|A0A1B2JD67_PICPA,6,31,TM
tr|A0A1B2JD69|A0A1B2JD69_PICPA,12,35,TM
tr|A0A1B2JD90|A0A1B2JD90_PICPA,6,13,SP
tr|A0A1B2JD95|A0A1B2JD95_PICPA,20,39,TM
tr|A0A1B2JDA6|A0A1B2JDA6_PICPA,6,31,TM
tr|A0A1B2JDC1|A0A1B2JDC1_PICPA,29,47,TM
tr|A0A1B2JDD9|A0A1B2JDD9_PICPA,29,50,TM
tr|A0A1B2JDE6|A0A1B2JDE6_PICPA,12,35,TM
tr|A0A1B2JDF4|A0A1B2JDF4_PICPA,3,14,SP
tr|A0A1B2JDF6|A0A1B2JDF6_PICPA,18,40,TM
tr|A0A1B2JDF7|A0A1B2JDF7_PICPA,27,51,TM
tr|A0A1B2JDG1|A0A1B2JDG1_PICPA,5,15,SP
tr|A0A1B2JDG3|A0A1B2JDG3_PICPA,2,10,SP
tr|A0A1B2JDG5|A0A1B2JDG5_PICPA,5,13,SP
tr|A0A1B2JDG6|A0A1B2JDG6_PICPA,5,13,SP
tr|A0A1B2JDH1|A0A1B2JDH1_PICPA,24,44,TM
tr|A0A1B2JDI9|A0A1B2JDI9_PICPA,2,10,SP
tr|A0A1B2JDK0|A0A1B2JDK0_PICPA,32,52,TM
tr|A0A1B2JDK7|A0A1B2JDK7_PICPA,37,55,TM
tr|A0A1B2JDP7|A0A1B2JDP7_PICPA,2,13,SP
tr|A0A1B2JDQ3|A0A1B2JDQ3_PICPA,31,53,TM
tr|A0A1B2JDR5|A0A1B2JDR5_PICPA,4,15,SP
tr|A0A1B2JDR7|A0A1B2JDR7_PICPA,20,38,TM
tr|A0A1B2JDU3|A0A1B2JDU3_PICPA,4,11,SP
tr|A0A1B2JDW1|A0A1B2JDW1_PICPA,36,54,TM
tr|A0A1B2JDW3|A0A1B2JDW3_PICPA,3,14,SP
tr|A0A1B2JDW8|A0A1B2JDW8_PICPA,39,57,TM
tr|A0A1B2JDX7|A0A1B2JDX7_PICPA,5,12,SP
tr|A0A1B2JDY4|A0A1B2JDY4_PICPA,2,12,SP
tr|A0A1B2JDY9|A0A1B2JDY9_PICPA,5,13,SP
tr|A0A1B2JDZ8|A0A1B2JDZ8_PICPA,12,24,SP
tr|A0A1B2JDZ9|A0A1B2JDZ9_PICPA,4,11,SP
tr|A0A1B2JE07|A0A1B2JE07_PICPA,2,13,SP
tr|A0A1B2JE09|A0A1B2JE09_PICPA,15,32,TM
tr|A0A1B2JE51|A0A1B2JE51_PICPA,7,18,SP
tr|A0A1B2JE97|A0A1B2JE97_PICPA,15,33,TM
tr|A0A1B2JEA0|A0A1B2JEA0_PICPA,5,15,SP
tr|A0A1B2JEB7|A0A1B2JEB7_PICPA,3,13,SP
tr|A0A1B2JEC2|A0A1B2JEC2_PICPA,4,11,SP
tr|A0A1B2JEC4|A0A1B2JEC4_PICPA,7,18,SP
tr|A0A1B2JED7|A0A1B2JED7_PICPA,3,13,SP
tr|A0A1B2JEE0|A0A1B2JEE0_PICPA,17,39,TM
tr|A0A1B2JEF8|A0A1B2JEF8_PICPA,6,17,SP
tr|A0A1B2JEG6|A0A1B2JEG6_PICPA,33,53,TM
tr|A0A1B2JEH3|A0A1B2JEH3_PICPA,42,59,TM
tr|A0A1B2JEI8|A0A1B2JEI8_PICPA,32,53,TM
tr|A0A1B2JEJ0|A0A1B2JEJ0_PICPA,3,14,SP
tr|A0A1B2JEL1|A0A1B2JEL1_PICPA,27,51,TM
tr|A0A1B2JEL6|A0A1B2JEL6_PICPA,12,35,TM
tr|A0A1B2JEM7|A0A1B2JEM7_PICPA,21,39,TM
tr|A0A1B2JEP9|A0A1B2JEP9_PICPA,3,11,SP
tr|A0A1B2JER1|A0A1B2JER1_PICPA,6,13,SP
tr|A0A1B2JES3|A0A1B2JES3_PICPA,3,12,SP
tr|A0A1B2JEV4|A0A1B2JEV4_PICPA,31,51,TM
tr|A0A1B2JEV9|A0A1B2JEV9_PICPA,30,41,SP
tr|A0A1B2JEW1|A0A1B2JEW1_PICPA,18,30,SP
tr|A0A1B2JEW3|A0A1B2JEW3_PICPA,40,59,TM
tr|A0A1B2JEW9|A0A1B2JEW9_PICPA,4,14,SP
tr|A0A1B2JEY0|A0A1B2JEY0_PICPA,2,11,SP
tr|A0A1B2JEY7|A0A1B2JEY7_PICPA,4,15,SP
tr|A0A1B2JEZ7|A0A1B2JEZ7_PICPA,4,16,SP
tr|A0A1B2JF02|A0A1B2JF02_PICPA,7,17,SP
tr|A0A1B2JF11|A0A1B2JF11_PICPA,4,15,SP
tr|A0A1B2JF30|A0A1B2JF30_PICPA,12,22,SP
tr|A0A1B2JF31|A0A1B2JF31_PICPA,6,23,TM
tr|A0A1B2JF36|A0A1B2JF36_PICPA,8,19,SP
tr|A0A1B2JF69|A0A1B2JF69_PICPA,3,13,SP
tr|A0A1B2JF89|A0A1B2JF89_PICPA,6,24,TM
tr|A0A1B2JF91|A0A1B2JF91_PICPA,6,22,TM
tr|A0A1B2JFA1|A0A1B2JFA1_PICPA,12,34,TM
tr|A0A1B2JFC4|A0A1B2JFC4_PICPA,12,33,TM
tr|A0A1B2JFD5|A0A1B2JFD5_PICPA,6,23,TM
tr|A0A1B2JFE1|A0A1B2JFE1_PICPA,4,15,SP
tr|A0A1B2JFE2|A0A1B2JFE2_PICPA,6,23,TM
tr|A0A1B2JFE5|A0A1B2JFE5_PICPA,6,25,TM
tr|A0A1B2JFE6|A0A1B2JFE6_PICPA,23,41,TM
tr|A0A1B2JFE7|A0A1B2JFE7_PICPA,15,30,SP
tr|A0A1B2JFF6|A0A1B2JFF6_PICPA,6,14,SP
tr|A0A1B2JFH5|A0A1B2JFH5_PICPA,20,39,TM
tr|A0A1B2JFI6|A0A1B2JFI6_PICPA,24,42,TM
tr|A0A1B2JFI8|A0A1B2JFI8_PICPA,3,14,SP
tr|A0A1B2JFJ5|A0A1B2JFJ5_PICPA,20,38,TM
tr|A0A1B2JFM1|A0A1B2JFM1_PICPA,20,40,TM
tr|A0A1B2JFM7|A0A1B2JFM7_PICPA,3,11,SP
tr|A0A1B2JFN9|A0A1B2JFN9_PICPA,12,34,TM
tr|A0A1B2JFQ0|A0A1B2JFQ0_PICPA,19,27,SP
tr|A0A1B2JFT0|A0A1B2JFT0_PICPA,42,58,TM
tr|A0A1B2JFT8|A0A1B2JFT8_PICPA,20,39,TM
tr|A0A1B2JFU8|A0A1B2JFU8_PICPA,7,14,SP
tr|A0A1B2JFX0|A0A1B2JFX0_PICPA,17,27,SP
tr|A0A1B2JFX2|A0A1B2JFX2_PICPA,2,12,SP
tr|A0A1B2JFY9|A0A1B2JFY9_PICPA,7,17,SP
tr|A0A1B2JFZ0|A0A1B2JFZ0_PICPA,12,29,TM
tr|A0A1B2JFZ5|A0A1B2JFZ5_PICPA,9,28,TM
tr|A0A1B2JFZ9|A0A1B2JFZ9_PICPA,4,12,SP
tr|A0A1B2JG03|A0A1B2JG03_PICPA,17,34,TM
tr|A0A1B2JG08|A0A1B2JG08_PICPA,43,59,TM
tr|A0A1B2JG42|A0A1B2JG42_PICPA,24,45,TM
tr|A0A1B2JG69|A0A1B2JG69_PICPA,6,17,SP
tr|A0A1B2JG72|A0A1B2JG72_PICPA,6,14,SP
tr|A0A1B2JG82|A0A1B2JG82_PICPA,7,21,SP
tr|A0A1B2JGA0|A0A1B2JGA0_PICPA,16,36,TM
tr|A0A1B2JGD5|A0A1B2JGD5_PICPA,21,41,TM
tr|A0A1B2JGD7|A0A1B2JGD7_PICPA,3,11,SP
tr|A0A1B2JGG2|A0A1B2JGG2_PICPA,6,28,TM
tr|A0A1B2JGI6|A0A1B2JGI6_PICPA,5,13,SP
tr|A0A1B2JGJ0|A0A1B2JGJ0_PICPA,25,48,TM
tr|A0A1B2JGJ3|A0A1B2JGJ3_PICPA,21,42,TM
tr|A0A1B2JGL2|A0A1B2JGL2_PICPA,6,29,TM
tr|A0A1B2JGM5|A0A1B2JGM5_PICPA,20,43,TM
tr|A0A1B2JGR9|A0A1B2JGR9_PICPA,12,34,TM
tr|A0A1B2JGT3|A0A1B2JGT3_PICPA,36,54,TM
tr|A0A1B2JGU3|A0A1B2JGU3_PICPA,3,11,SP
tr|A0A1B2JGV7|A0A1B2JGV7_PICPA,12,33,TM
tr|A0A1B2JGX4|A0A1B2JGX4_PICPA,29,50,TM
tr|A0A1B2JGX7|A0A1B2JGX7_PICPA,12,32,TM
tr|A0A1B2JGZ1|A0A1B2JGZ1_PICPA,41,59,TM
tr|A0A1B2JGZ5|A0A1B2JGZ5_PICPA,8,16,SP
tr|A0A1B2JGZ7|A0A1B2JGZ7_PICPA,20,42,TM
tr|A0A1B2JGZ9|A0A1B2JGZ9_PICPA,26,46,TM
tr|A0A1B2JH15|A0A1B2JH15_PICPA,41,59,TM
tr|A0A1B2JH50|A0A1B2JH50_PICPA,20,42,TM
tr|A0A1B2JH61|A0A1B2JH61_PICPA,20,45,TM
tr|A0A1B2JH93|A0A1B2JH93_PICPA,6,26,TM
tr|A0A1B2JHA0|A0A1B2JHA0_PICPA,4,14,SP
tr|A0A1B2JHB2|A0A1B2JHB2_PICPA,12,29,TM
tr|A0A1B2JHD5|A0A1B2JHD5_PICPA,41,58,TM
tr|A0A1B2JHE2|A0A1B2JHE2_PICPA,12,31,TM
tr|A0A1B2JHG1|A0A1B2JHG1_PICPA,12,30,TM
tr|A0A1B2JHH0|A0A1B2JHH0_PICPA,35,54,TM
tr|A0A1B2JHH7|A0A1B2JHH7_PICPA,6,15,SP
tr|A0A1B2JHI1|A0A1B2JHI1_PICPA,15,34,TM
tr|A0A1B2JHI6|A0A1B2JHI6_PICPA,2,13,SP
tr|A0A1B2JHJ0|A0A1B2JHJ0_PICPA,12,32,TM
tr|A0A1B2JHJ9|A0A1B2JHJ9_PICPA,12,29,TM
tr|A0A1B2JHL6|A0A1B2JHL6_PICPA,35,57,TM
tr|A0A1B2JHL8|A0A1B2JHL8_PICPA,6,13,SP
tr|A0A1B2JHN2|A0A1B2JHN2_PICPA,33,50,TM
tr|A0A1B2JHR2|A0A1B2JHR2_PICPA,34,57,TM
tr|A0A1B2JHU4|A0A1B2JHU4_PICPA,4,12,SP
tr|A0A1B2JHU7|A0A1B2JHU7_PICPA,9,30,TM
tr|A0A1B2JHW4|A0A1B2JHW4_PICPA,33,51,TM
tr|A0A1B2JHW5|A0A1B2JHW5_PICPA,28,44,TM
tr|A0A1B2JHX0|A0A1B2JHX0_PICPA,12,29,TM
tr|A0A1B2JI17|A0A1B2JI17_PICPA,38,57,TM
tr|A0A1B2JI18|A0A1B2JI18_PICPA,14,25,SP
tr|A0A1B2JI32|A0A1B2JI32_PICPA,3,14,SP
tr|A0A1B2JI36|A0A1B2JI36_PICPA,7,28,TM
tr|A0A1B2JI43|A0A1B2JI43_PICPA,7,27,TM
tr|A0A1B2JI49|A0A1B2JI49_PICPA,12,30,TM
tr|A0A1B2JI52|A0A1B2JI52_PICPA,20,43,TM
tr|A0A1B2JI55|A0A1B2JI55_PICPA,2,12,SP
tr|A0A1B2JI56|A0A1B2JI56_PICPA,8,19,SP
tr|A0A1B2JI82|A0A1B2JI82_PICPA,12,30,TM
tr|A0A1B2JI85|A0A1B2JI85_PICPA,10,25,SP
tr|A0A1B2JI87|A0A1B2JI87_PICPA,2,13,SP
tr|A0A1B2JI95|A0A1B2JI95_PICPA,3,11,SP
tr|A0A1B2JI96|A0A1B2JI96_PICPA,21,44,TM
tr|A0A1B2JIA1|A0A1B2JIA1_PICPA,3,16,SP
tr|A0A1B2JIB1|A0A1B2JIB1_PICPA,29,50,TM
tr|A0A1B2JIE3|A0A1B2JIE3_PICPA,4,9,SP
tr|A0A1B2JIE8|A0A1B2JIE8_PICPA,26,51,TM
tr|A0A1B2JIE9|A0A1B2JIE9_PICPA,36,57,TM
tr|A0A1B2JIG1|A0A1B2JIG1_PICPA,20,40,TM
tr|A0A1B2JII4|A0A1B2JII4_PICPA,14,20,SP
tr|A0A1B2JIK0|A0A1B2JIK0_PICPA,2,13,SP
tr|A0A1B2JIQ4|A0A1B2JIQ4_PICPA,3,10,SP
tr|A0A1B2JIQ8|A0A1B2JIQ8_PICPA,6,14,SP
tr|A0A1B2JIR2|A0A1B2JIR2_PICPA,12,29,TM
tr|A0A1B2JIS4|A0A1B2JIS4_PICPA,12,36,TM
tr|A0A1B2JIS5|A0A1B2JIS5_PICPA,6,29,TM
tr|A0A1B2JIS7|A0A1B2JIS7_PICPA,5,16,SP
tr|A0A1B2JIS9|A0A1B2JIS9_PICPA,21,47,TM
tr|A0A1B2JIU0|A0A1B2JIU0_PICPA,3,10,SP
tr|A0A1B2JIU4|A0A1B2JIU4_PICPA,6,17,SP
tr|A0A1B2JIU7|A0A1B2JIU7_PICPA,4,10,SP
tr|A0A1B2JIV9|A0A1B2JIV9_PICPA,6,32,TM
tr|A0A1B2JIX0|A0A1B2JIX0_PICPA,27,50,TM
tr|A0A1B2JIX1|A0A1B2JIX1_PICPA,12,32,TM
tr|A0A1B2JIX6|A0A1B2JIX6_PICPA,4,15,SP
tr|A0A1B2JIY9|A0A1B2JIY9_PICPA,35,55,TM
tr|A0A1B2JIZ0|A0A1B2JIZ0_PICPA,6,28,TM
tr|A0A1B2JJ02|A0A1B2JJ02_PICPA,25,36,SP
tr|A0A1B2JJ03|A0A1B2JJ03_PICPA,18,42,TM
tr|A0A1B2JJ29|A0A1B2JJ29_PICPA,12,38,TM
tr|A0A1B2JJ32|A0A1B2JJ32_PICPA,12,33,TM
tr|A0A1B2JJ44|A0A1B2JJ44_PICPA,3,14,SP
tr|A0A1B2JJ65|A0A1B2JJ65_PICPA,14,31,TM
tr|A0A1B2JJ80|A0A1B2JJ80_PICPA,6,13,SP
tr|A0A1B2JJD5|A0A1B2JJD5_PICPA,8,15,SP
tr|A0A1B2JJI9|A0A1B2JJI9_PICPA,41,59,TM
tr|A0A1B2JJM6|A0A1B2JJM6_PICPA,30,50,TM
tr|A0A1B2J5C1|A0A1B2J5C1_PICPA,0,0,OTHER
tr|A0A1B2J5Z6|A0A1B2J5Z6_PICPA,0,0,OTHER
tr|A0A1B2J621|A0A1B2J621_PICPA,0,0,OTHER
tr|A0A1B2J6E6|A0A1B2J6E6_PICPA,0,0,OTHER
tr|A0A1B2J6F5|A0A1B2J6F5_PICPA,0,0,OTHER
tr|A0A1B2J704|A0A1B2J704_PICPA,0,0,OTHER
tr|A0A1B2J7R7|A0A1B2J7R7_PICPA,0,0,OTHER
tr|A0A1B2J839|A0A1B2J839_PICPA,0,0,OTHER
tr|A0A1B2J9A8|A0A1B2J9A8_PICPA,0,0,OTHER
tr|A0A1B2J9K5|A0A1B2J9K5_PICPA,0,0,OTHER
tr|A0A1B2J9N0|A0A1B2J9N0_PICPA,0,0,OTHER
tr|A0A1B2JAH6|A0A1B2JAH6_PICPA,0,0,OTHER
tr|A0A1B2JBB9|A0A1B2JBB9_PICPA,0,0,OTHER
tr|A0A1B2JCE1|A0A1B2JCE1_PICPA,0,0,OTHER
tr|A0A1B2JCI2|A0A1B2JCI2_PICPA,0,0,OTHER
tr|A0A1B2JCW2|A0A1B2JCW2_PICPA,0,0,OTHER
tr|A0A1B2JCZ3|A0A1B2JCZ3_PICPA,0,0,OTHER
tr|A0A1B2JET5|A0A1B2JET5_PICPA,0,0,OTHER
tr|A0A1B2JEV0|A0A1B2JEV0_PICPA,0,0,OTHER
tr|A0A1B2JFI9|A0A1B2JFI9_PICPA,0,0,OTHER
tr|A0A1B2JHL3|A0A1B2JHL3_PICPA,0,0,OTHER
tr|A0A1B2JHL5|A0A1B2JHL5_PICPA,0,0,OTHER
tr|A0A1B2JHU8|A0A1B2JHU8_PICPA,0,0,OTHER
tr|A0A1B2JIN3|A0A1B2JIN3_PICPA,0,0,OTHER
tr|A0A1B2J536|A0A1B2J536_PICPA,0,0,OTHER
tr|A0A1B2J539|A0A1B2J539_PICPA,0,0,OTHER
tr|A0A1B2J560|A0A1B2J560_PICPA,0,0,OTHER
tr|A0A1B2J5B7|A0A1B2J5B7_PICPA,0,0,OTHER
tr|A0A1B2J5H4|A0A1B2J5H4_PICPA,0,0,OTHER
tr|A0A1B2J5L4|A0A1B2J5L4_PICPA,0,0,OTHER
tr|A0A1B2J5L5|A0A1B2J5L5_PICPA,0,0,OTHER
tr|A0A1B2J5L9|A0A1B2J5L9_PICPA,0,0,OTHER
tr|A0A1B2J5N6|A0A1B2J5N6_PICPA,0,0,OTHER
tr|A0A1B2J5P7|A0A1B2J5P7_PICPA,0,0,OTHER
tr|A0A1B2J5P8|A0A1B2J5P8_PICPA,0,0,OTHER
